Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
14,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
14,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,0,0
14,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
14,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
14,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,0,0
14,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),31,0
14,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1386,0
14,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
14,ДЦР,БРН,"1,3.1",Количество соглашений БСУД (на начало),351,351
14,ДЦР,БРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
14,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
14,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
14,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
14,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
14,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
14,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
14,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
14,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
14,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
14,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
14,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,0
14,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,0
14,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
14,ДЦР,АРХ,"1,3.1",Количество соглашений БСУД (на начало),0,0
14,ДЦР,АРХ,"1,3,2",Количество абонентов ДМС (на начало),0,0
14,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
14,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
14,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
14,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
14,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
14,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
14,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
14,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
14,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
14,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
14,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),24,0
14,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),857,0
14,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),195,0
14,ДЦР,СПБ,"1,3.1",Количество соглашений БСУД (на начало),240,240
14,ДЦР,СПБ,"1,3,2",Количество абонентов ДМС (на начало),6,6
14,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8003,8003
14,ДЦР,СПБ,"2,1",Количество подъездов за период,0,0
14,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,0,0
14,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
14,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,0,0
14,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
14,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
14,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,0,0
14,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
14,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
14,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,0,0
14,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),414,0
14,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),18755,0
14,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),1944,0
14,ДЦР,ННВ,"1,3.1",Количество соглашений БСУД (на начало),2142,2142
14,ДЦР,ННВ,"1,3,2",Количество абонентов ДМС (на начало),919,919
14,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3470,3470
14,ДЦР,ННВ,"2,1",Количество подъездов за период,24,0
14,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,849,0
14,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,726,0
14,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,636,0
14,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,1514,0
14,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,749,0
14,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
14,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,2263,0
14,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
14,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
14,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,394,0
15,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
15,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
15,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
15,ДЦР,ОДЦ,"1,3,1",Количество соглашений БСУД (на начало),0,0
15,ДЦР,ОДЦ,"1,3,2",Количество абонентов ДМС (на начало),0,0
15,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
15,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
15,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
15,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
15,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
15,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
15,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
15,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
15,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
15,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
15,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,1
15,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,50
15,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,0
15,ДЦР,КЛН,"1,3,1",Количество соглашений БСУД (на начало),1,1
15,ДЦР,КЛН,"1,3,2",Количество абонентов ДМС (на начало),0,0
15,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),832,832
15,ДЦР,КЛН,"2,1",Количество подъездов за период,0,0
15,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,0
15,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
15,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
15,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
15,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
15,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
15,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
15,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
15,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),32,0
15,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1422,0
15,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
15,ДЦР,БРН,"1,3,1",Количество соглашений БСУД (на начало),351,351
15,ДЦР,БРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
15,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
15,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
15,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
15,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
15,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
15,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
15,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
15,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
15,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
15,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
