Месяц,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
3,ДВР,ЧЛБ,"2,1",Количество подъездов за период,15,7
3,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,573,248
3,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,457,212
3,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,453,211
3,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,22,7
3,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,1049,555
3,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
3,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,1071,562
3,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,32,0
3,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,158,33
3,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
3,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),0,0
3,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),0,0
3,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,0
3,ДВР,НВК,"1,3,1",Количество соглашений БСУД (на начало),0,0
3,ДВР,НВК,"1,3,2",Количество абонентов ДМС (на начало),0,0
3,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
3,ДВР,НВК,"2,1",Количество подъездов за период,3,4
3,ДВР,НВК,"2,2",Количество квартир в подъездах за период,108,153
3,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,95,121
3,ДВР,НВК,"2,4",Количество контактов в подъездах за период,85,123
3,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,202,278
3,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,118,165
3,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
3,ДВР,НВК,"3,4",Всего ключей в подъездах за период,320,443
3,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,27,29
3,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
3,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,9,17
4,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
4,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
4,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДЦР,ОДЦ,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДЦР,ОДЦ,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
4,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
4,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
4,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
4,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
4,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,15
4,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,565
4,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,1
4,ДЦР,КЛН,"1,3.1",Количество соглашений БСУД (на начало),1,1
4,ДЦР,КЛН,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),831,831
4,ДЦР,КЛН,"2,1",Количество подъездов за период,0,0
4,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,0
4,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
4,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
4,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),106,0
4,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4230,0
4,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),503,0
4,ДЦР,КРС,"1,3.1",Количество соглашений БСУД (на начало),547,547
4,ДЦР,КРС,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДЦР,КРС,"1,4",Потенциал М2 (на начало),1000,1000
4,ДЦР,КРС,"2,1",Количество подъездов за период,2,0
4,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,96,0
4,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,81,0
4,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,78,0
4,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,169,0
4,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,106,0
4,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,275,0
4,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,34,0
4,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),32,0
4,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1422,0
4,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
4,ДЦР,БРН,"1,3.1",Количество соглашений БСУД (на начало),351,351
4,ДЦР,БРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
4,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
4,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
4,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
4,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
4,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,0
4,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,0
4,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДЦР,АРХ,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДЦР,АРХ,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
4,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
4,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
4,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
4,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
4,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),24,0
4,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),857,0
4,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),221,0
4,ДЦР,СПБ,"1,3.1",Количество соглашений БСУД (на начало),268,268
4,ДЦР,СПБ,"1,3.2",Количество абонентов ДМС (на начало),13,13
4,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8043,8043
4,ДЦР,СПБ,"2,1",Количество подъездов за период,1,0
4,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,51,0
4,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,29,0
4,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,61,0
4,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,35,0
4,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,96,0
4,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,4,0
4,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,3,0
4,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,1,0
4,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),414,0
4,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),18755,0
4,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2032,0
4,ДЦР,ННВ,"1,3.1",Количество соглашений БСУД (на начало),2123,2123
4,ДЦР,ННВ,"1,3.2",Количество абонентов ДМС (на начало),561,561
4,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3468,3468
4,ДЦР,ННВ,"2,1",Количество подъездов за период,27,0
4,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,965,0
4,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,758,0
4,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,722,0
4,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,1706,0
4,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,860,0
4,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,2566,0
4,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,21,0
4,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,1,0
4,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,438,0
4,ДПР,СРТ,"1,1",Количество подъездов М2 (на начало),650,0
4,ДПР,СРТ,"1,2",Количество квартир в подъездах М2 (на начало),31119,0
4,ДПР,СРТ,"1,3",Количество абонентов БСУД (на начало),2780,0
4,ДПР,СРТ,"1,3.1",Количество соглашений БСУД (на начало),2986,2986
4,ДПР,СРТ,"1,3.2",Количество абонентов ДМС (на начало),1104,1104
4,ДПР,СРТ,"1,4",Потенциал М2 (на начало),2125,2125
4,ДПР,СРТ,"2,1",Количество подъездов за период,1,0
4,ДПР,СРТ,"2,2",Количество квартир в подъездах за период,36,0
4,ДПР,СРТ,"2,3",Количество голосов ЗА в подъездах за период,30,0
4,ДПР,СРТ,"2,4",Количество контактов в подъездах за период,31,0
4,ДПР,СРТ,"3,1",ПЛАТНЫХ в подъездах за период,74,0
4,ДПР,СРТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,35,0
4,ДПР,СРТ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,СРТ,"3,4",Всего ключей в подъездах за период,109,0
4,ДПР,СРТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,СРТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,СРТ,"4,1",Соглашений БСУД в подъездах за период,16,0
4,ДПР,ТЛТ,"1,1",Количество подъездов М2 (на начало),0,0
4,ДПР,ТЛТ,"1,2",Количество квартир в подъездах М2 (на начало),0,0
4,ДПР,ТЛТ,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДПР,ТЛТ,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДПР,ТЛТ,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДПР,ТЛТ,"1,4",Потенциал М2 (на начало),2532,2532
4,ДПР,ТЛТ,"2,1",Количество подъездов за период,0,0
4,ДПР,ТЛТ,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,ТЛТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,ТЛТ,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,ТЛТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ТЛТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ТЛТ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,ТЛТ,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,ТЛТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,ТЛТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,ТЛТ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,НФТ,"1,1",Количество подъездов М2 (на начало),0,157
4,ДПР,НФТ,"1,2",Количество квартир в подъездах М2 (на начало),0,4439
4,ДПР,НФТ,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДПР,НФТ,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДПР,НФТ,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДПР,НФТ,"1,4",Потенциал М2 (на начало),317,317
4,ДПР,НФТ,"2,1",Количество подъездов за период,0,5
4,ДПР,НФТ,"2,2",Количество квартир в подъездах за период,0,191
4,ДПР,НФТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,НФТ,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,НФТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,НФТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,НФТ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,НФТ,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,НФТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,7
4,ДПР,НФТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,7
4,ДПР,НФТ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,СРН,"1,1",Количество подъездов М2 (на начало),0,0
4,ДПР,СРН,"1,2",Количество квартир в подъездах М2 (на начало),0,0
4,ДПР,СРН,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДПР,СРН,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДПР,СРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДПР,СРН,"1,4",Потенциал М2 (на начало),718,718
4,ДПР,СРН,"2,1",Количество подъездов за период,0,0
4,ДПР,СРН,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,СРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,СРН,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,СРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,СРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,СРН,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,СРН,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,СРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,СРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,СРН,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,ОРН,"1,1",Количество подъездов М2 (на начало),355,0
4,ДПР,ОРН,"1,2",Количество квартир в подъездах М2 (на начало),16352,0
4,ДПР,ОРН,"1,3",Количество абонентов БСУД (на начало),525,0
4,ДПР,ОРН,"1,3.1",Количество соглашений БСУД (на начало),577,577
4,ДПР,ОРН,"1,3.2",Количество абонентов ДМС (на начало),246,246
4,ДПР,ОРН,"1,4",Потенциал М2 (на начало),1230,1230
4,ДПР,ОРН,"2,1",Количество подъездов за период,0,0
4,ДПР,ОРН,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,ОРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,ОРН,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,ОРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ОРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ОРН,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,ОРН,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,ОРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,ОРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,ОРН,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,РНД,"1,1",Количество подъездов М2 (на начало),14,0
4,ДПР,РНД,"1,2",Количество квартир в подъездах М2 (на начало),700,0
4,ДПР,РНД,"1,3",Количество абонентов БСУД (на начало),292,0
4,ДПР,РНД,"1,3.1",Количество соглашений БСУД (на начало),408,408
4,ДПР,РНД,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДПР,РНД,"1,4",Потенциал М2 (на начало),1547,1547
4,ДПР,РНД,"2,1",Количество подъездов за период,14,0
4,ДПР,РНД,"2,2",Количество квартир в подъездах за период,509,0
4,ДПР,РНД,"2,3",Количество голосов ЗА в подъездах за период,454,0
4,ДПР,РНД,"2,4",Количество контактов в подъездах за период,459,0
4,ДПР,РНД,"3,1",ПЛАТНЫХ в подъездах за период,1022,0
4,ДПР,РНД,"3,2",БЕСПЛАТНЫХ в подъездах за период,567,0
4,ДПР,РНД,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,РНД,"3,4",Всего ключей в подъездах за период,1589,0
4,ДПР,РНД,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,РНД,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,РНД,"4,1",Соглашений БСУД в подъездах за период,146,0
4,ДПР,СМР,"1,1",Количество подъездов М2 (на начало),461,0
4,ДПР,СМР,"1,2",Количество квартир в подъездах М2 (на начало),23723,0
4,ДПР,СМР,"1,3",Количество абонентов БСУД (на начало),1415,0
4,ДПР,СМР,"1,3.1",Количество соглашений БСУД (на начало),1505,1505
4,ДПР,СМР,"1,3.2",Количество абонентов ДМС (на начало),826,826
4,ДПР,СМР,"1,4",Потенциал М2 (на начало),2131,2131
4,ДПР,СМР,"2,1",Количество подъездов за период,0,0
4,ДПР,СМР,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,СМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,СМР,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,СМР,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,СМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,СМР,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,СМР,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,СМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,СМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,СМР,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,ИЖВ,"1,1",Количество подъездов М2 (на начало),311,0
4,ДПР,ИЖВ,"1,2",Количество квартир в подъездах М2 (на начало),11733,0
4,ДПР,ИЖВ,"1,3",Количество абонентов БСУД (на начало),469,0
4,ДПР,ИЖВ,"1,3.1",Количество соглашений БСУД (на начало),554,554
4,ДПР,ИЖВ,"1,3.2",Количество абонентов ДМС (на начало),298,298
4,ДПР,ИЖВ,"1,4",Потенциал М2 (на начало),976,976
4,ДПР,ИЖВ,"2,1",Количество подъездов за период,0,0
4,ДПР,ИЖВ,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,ИЖВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,ИЖВ,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,ИЖВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ИЖВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ИЖВ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,ИЖВ,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,ИЖВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,ИЖВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,ИЖВ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДПР,ПНЗ,"1,1",Количество подъездов М2 (на начало),383,0
4,ДПР,ПНЗ,"1,2",Количество квартир в подъездах М2 (на начало),15644,0
4,ДПР,ПНЗ,"1,3",Количество абонентов БСУД (на начало),587,0
4,ДПР,ПНЗ,"1,3.1",Количество соглашений БСУД (на начало),835,835
4,ДПР,ПНЗ,"1,3.2",Количество абонентов ДМС (на начало),381,381
4,ДПР,ПНЗ,"1,4",Потенциал М2 (на начало),954,954
4,ДПР,ПНЗ,"2,1",Количество подъездов за период,0,0
4,ДПР,ПНЗ,"2,2",Количество квартир в подъездах за период,0,0
4,ДПР,ПНЗ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДПР,ПНЗ,"2,4",Количество контактов в подъездах за период,0,0
4,ДПР,ПНЗ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ПНЗ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДПР,ПНЗ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДПР,ПНЗ,"3,4",Всего ключей в подъездах за период,0,0
4,ДПР,ПНЗ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДПР,ПНЗ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДПР,ПНЗ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДВР,КМР,"1,1",Количество подъездов М2 (на начало),0,64
4,ДВР,КМР,"1,2",Количество квартир в подъездах М2 (на начало),0,2633
4,ДВР,КМР,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДВР,КМР,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДВР,КМР,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДВР,КМР,"1,4",Потенциал М2 (на начало),624,624
4,ДВР,КМР,"2,1",Количество подъездов за период,0,4
4,ДВР,КМР,"2,2",Количество квартир в подъездах за период,0,160
4,ДВР,КМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДВР,КМР,"2,4",Количество контактов в подъездах за период,0,105
4,ДВР,КМР,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДВР,КМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,320
4,ДВР,КМР,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДВР,КМР,"3,4",Всего ключей в подъездах за период,0,320
4,ДВР,КМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,2
4,ДВР,КМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДВР,КМР,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДВР,НВС,"1,1",Количество подъездов М2 (на начало),0,0
4,ДВР,НВС,"1,2",Количество квартир в подъездах М2 (на начало),0,0
4,ДВР,НВС,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДВР,НВС,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДВР,НВС,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДВР,НВС,"1,4",Потенциал М2 (на начало),1810,1810
4,ДВР,НВС,"2,1",Количество подъездов за период,0,0
4,ДВР,НВС,"2,2",Количество квартир в подъездах за период,0,0
4,ДВР,НВС,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДВР,НВС,"2,4",Количество контактов в подъездах за период,0,0
4,ДВР,НВС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДВР,НВС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДВР,НВС,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДВР,НВС,"3,4",Всего ключей в подъездах за период,0,0
4,ДВР,НВС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДВР,НВС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДВР,НВС,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДВР,ЕКТ,"1,1",Количество подъездов М2 (на начало),191,0
4,ДВР,ЕКТ,"1,2",Количество квартир в подъездах М2 (на начало),9568,0
4,ДВР,ЕКТ,"1,3",Количество абонентов БСУД (на начало),870,0
4,ДВР,ЕКТ,"1,3.1",Количество соглашений БСУД (на начало),1203,1203
4,ДВР,ЕКТ,"1,3.2",Количество абонентов ДМС (на начало),535,535
4,ДВР,ЕКТ,"1,4",Потенциал М2 (на начало),247,247
4,ДВР,ЕКТ,"2,1",Количество подъездов за период,4,0
4,ДВР,ЕКТ,"2,2",Количество квартир в подъездах за период,144,0
4,ДВР,ЕКТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДВР,ЕКТ,"2,4",Количество контактов в подъездах за период,107,0
4,ДВР,ЕКТ,"3,1",ПЛАТНЫХ в подъездах за период,247,0
4,ДВР,ЕКТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,172,0
4,ДВР,ЕКТ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДВР,ЕКТ,"3,4",Всего ключей в подъездах за период,419,0
4,ДВР,ЕКТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,38,0
